UnixTime,102,106,107,108,109,10A,10C
3443,平飞,向左上升飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3444,平飞,向左上升飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3445,平飞,向左上升飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3446,平飞,向左上升飞行,静止,向右下降飞行,向左下降飞行,静止,静止
3447,平飞,向右下降飞行,静止,向右下降飞行,向左下降飞行,静止,静止
3448,平飞,向右下降飞行,静止,向右下降飞行,向左下降飞行,静止,静止
3449,平飞,向右下降飞行,静止,向右下降飞行,向左下降飞行,静止,静止
3450,平飞,向右下降飞行,静止,向右上升飞行,向左下降飞行,静止,静止
3451,平飞,向右下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3452,平飞,向右下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3453,平飞,向右下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3454,平飞,向右下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3455,平飞,向右下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3456,平飞,向右下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3457,平飞,向右下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3458,平飞,向右上升飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3459,平飞,向右上升飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3460,平飞,向右上升飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3461,平飞,向右上升飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3462,平飞,向右上升飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3463,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3464,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3465,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3466,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3467,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3468,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3469,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3470,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3471,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3472,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3473,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3474,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3475,平飞,向右上升飞行,静止,向左上升飞行,向左飞行,静止,静止
3476,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3477,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3478,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3479,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3480,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3481,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3482,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3483,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3484,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3485,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3486,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3487,平飞,向左上升飞行,静止,向左上升飞行,向左飞行,静止,静止
3488,平飞,向左上升飞行,静止,向左上升飞行,向左飞行,静止,静止
3489,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3490,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3491,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3492,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3493,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3494,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3495,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3496,平飞,向左上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3497,平飞,向左上升飞行,静止,向右下降飞行,向右上升飞行,静止,静止
3498,平飞,向左上升飞行,静止,向右下降飞行,向右上升飞行,静止,静止
3499,平飞,向左上升飞行,静止,向右下降飞行,向右上升飞行,静止,静止
3500,平飞,向左上升飞行,静止,向右下降飞行,向右上升飞行,静止,静止
3501,平飞,向左上升飞行,静止,向右下降飞行,向右上升飞行,静止,静止
3502,平飞,向左上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3503,平飞,向左上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3504,平飞,向左上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3505,平飞,向左上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3506,平飞,向左上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3507,平飞,向左上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3508,平飞,向左上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3509,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3510,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3511,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3512,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3513,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3514,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3515,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3516,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3517,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3518,平飞,向右上升飞行,静止,向右下降飞行,向左飞行,静止,静止
3519,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3520,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3521,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3522,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3523,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3524,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3525,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3526,平飞,向右下降飞行,静止,向右下降飞行,向左飞行,静止,静止
3527,平飞,向右下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3528,平飞,向右下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3529,平飞,向右下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3530,平飞,向右下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3531,平飞,向右下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3532,平飞,向右下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3533,平飞,向右下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3534,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3535,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3536,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3537,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3538,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3539,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3540,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3541,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3542,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3543,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3544,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3545,平飞,向右下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3546,平飞,向左上升飞行,静止,向左上升飞行,向左飞行,静止,静止
3547,平飞,向左上升飞行,静止,向左上升飞行,向左飞行,静止,静止
3548,平飞,向左上升飞行,静止,向左上升飞行,向左飞行,静止,静止
3549,平飞,向左上升飞行,静止,向左上升飞行,向左飞行,静止,静止
3550,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3551,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3552,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3553,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3554,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3555,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3556,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3557,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3558,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3559,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3560,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3561,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3562,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3563,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3564,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3565,平飞,向左下降飞行,静止,向左上升飞行,向左飞行,静止,静止
3566,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3567,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3568,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3569,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3570,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3571,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3572,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3573,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3574,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3575,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3576,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3577,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3578,平飞,向左下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3579,平飞,向右下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3580,平飞,向右下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3581,平飞,向右下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3582,平飞,向右下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3583,平飞,向右下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3584,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3585,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3586,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3587,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3588,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3589,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3590,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3591,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3592,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3593,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3594,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3595,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3596,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3597,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3598,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3599,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3600,平飞,向右上升飞行,静止,向左上升飞行,向右上升飞行,静止,静止
3601,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3602,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3603,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3604,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3605,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3606,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3607,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3608,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3609,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3610,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3611,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3612,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3613,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3614,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3615,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3616,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3617,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3618,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3619,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3620,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3621,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3622,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3623,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3624,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3625,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3626,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3627,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3628,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3629,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3630,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3631,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3632,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3633,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3634,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3635,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3636,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3637,平飞,向右下降飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3638,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3639,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3640,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3641,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3642,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3643,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3644,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3645,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3646,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3647,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3648,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3649,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3650,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3651,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3652,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3653,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3654,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3655,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3656,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3657,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3658,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3659,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3660,平飞,向右上升飞行,静止,向左上升飞行,向左上升飞行,静止,静止
3661,平飞,向右上升飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3662,平飞,向右上升飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3663,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3664,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3665,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3666,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3667,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3668,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,静止,静止
3669,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3670,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3671,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3672,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3673,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3674,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3675,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,静止,静止
3676,平飞,向左下降飞行,静止,向右上升飞行,向右上升飞行,静止,静止
3677,平飞,向左下降飞行,静止,向右上升飞行,向右上升飞行,静止,静止
3678,平飞,向左下降飞行,静止,向右上升飞行,向右上升飞行,静止,静止
3679,平飞,向左下降飞行,静止,向右上升飞行,向右上升飞行,静止,静止
3680,平飞,向左下降飞行,静止,向右上升飞行,向右上升飞行,静止,静止
3681,平飞,向左下降飞行,静止,向右上升飞行,向右上升飞行,静止,静止
3682,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3683,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3684,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3685,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3686,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3687,平飞,向左下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3688,平飞,向左下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3689,平飞,向左下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3690,平飞,向左下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3691,平飞,向左下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3692,平飞,向左下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3693,平飞,向右下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3694,平飞,向右下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3695,平飞,向右下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3696,平飞,向右下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3697,平飞,向右下降飞行,静止,向左下降飞行,向右下降飞行,静止,静止
3698,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3699,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3700,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3701,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3702,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3703,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3704,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3705,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3706,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3707,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3708,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3709,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3710,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3711,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3712,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3713,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3714,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3715,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3716,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3717,平飞,向右下降飞行,静止,向右上升飞行,向右下降飞行,静止,静止
3718,平飞,向右下降飞行,静止,向左上升飞行,向右下降飞行,静止,静止
3719,平飞,向右下降飞行,静止,向左上升飞行,向右下降飞行,静止,静止
3720,平飞,向右下降飞行,静止,向左上升飞行,向右下降飞行,静止,静止
3721,平飞,向右下降飞行,静止,向左上升飞行,向左下降飞行,静止,静止
3722,平飞,向右下降飞行,静止,向左下降飞行,向左下降飞行,静止,静止
3723,平飞,向左下降飞行,静止,向左下降飞行,向左下降飞行,静止,静止
3724,平飞,向左下降飞行,静止,向左下降飞行,向左下降飞行,静止,静止
3725,平飞,向左下降飞行,静止,向左下降飞行,向左上升飞行,静止,静止
3726,平飞,向左下降飞行,静止,向左下降飞行,向左下降飞行,静止,静止
3727,平飞,向左下降飞行,静止,向左下降飞行,向左飞行,静止,静止
3728,平飞,向左下降飞行,静止,向左下降飞行,静止,静止,静止
3729,平飞,向左下降飞行,静止,向左下降飞行,静止,静止,静止
3730,平飞,向左下降飞行,静止,向左下降飞行,静止,静止,静止
3731,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3732,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3733,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3734,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3735,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3736,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3737,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3738,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3739,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3740,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3741,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3742,平飞,向左上升飞行,静止,向右上升飞行,静止,静止,静止
3743,平飞,向左下降飞行,静止,向右上升飞行,静止,静止,静止
3744,平飞,向左飞行,静止,向右上升飞行,静止,静止,静止
3745,平飞,静止,静止,向右上升飞行,静止,静止,静止
3746,平飞,静止,静止,向右上升飞行,静止,静止,静止
3747,平飞,静止,静止,向右上升飞行,静止,静止,静止
3748,平飞,静止,静止,向右上升飞行,静止,静止,静止
3749,平飞,静止,静止,向右上升飞行,静止,静止,静止
3750,平飞,静止,静止,向右上升飞行,静止,静止,静止
3751,平飞,静止,静止,向左下降飞行,静止,静止,静止
3752,平飞,静止,静止,向左下降飞行,静止,静止,静止
3753,平飞,静止,静止,向左下降飞行,静止,静止,静止
3754,平飞,静止,静止,向左下降飞行,静止,静止,静止
3755,平飞,静止,静止,向左下降飞行,静止,静止,静止
3756,平飞,静止,静止,向左下降飞行,静止,静止,静止
3757,平飞,静止,静止,向左上升飞行,静止,静止,静止
3758,平飞,静止,静止,向左上升飞行,静止,静止,静止
3759,平飞,静止,静止,向左上升飞行,静止,静止,静止
3760,平飞,静止,静止,向左上升飞行,静止,静止,静止
3761,平飞,静止,静止,向左上升飞行,静止,静止,静止
3762,平飞,静止,静止,向左上升飞行,静止,静止,静止
3763,平飞,静止,静止,向左上升飞行,静止,静止,静止
3764,平飞,静止,静止,向左上升飞行,静止,静止,静止
3765,平飞,静止,静止,向左上升飞行,静止,静止,静止
3766,平飞,静止,静止,向左下降飞行,静止,静止,静止
3767,平飞,静止,静止,向左下降飞行,静止,静止,静止
3768,平飞,静止,静止,向左下降飞行,静止,静止,静止
3769,平飞,静止,静止,向左下降飞行,静止,静止,静止
3770,平飞,静止,静止,向左下降飞行,静止,静止,静止
3771,平飞,静止,静止,向左下降飞行,静止,静止,静止
3772,平飞,静止,静止,向左下降飞行,静止,静止,静止
3773,平飞,静止,静止,向左下降飞行,静止,静止,静止
3774,平飞,静止,静止,向左下降飞行,静止,静止,静止
3775,平飞,静止,静止,向左下降飞行,静止,静止,静止
3776,平飞,静止,静止,向左下降飞行,静止,静止,静止
3777,平飞,静止,静止,向左下降飞行,静止,静止,静止
3778,平飞,静止,静止,向左下降飞行,静止,静止,静止
3779,平飞,静止,静止,向左下降飞行,静止,静止,静止
3780,平飞,静止,静止,向左下降飞行,静止,静止,静止
3781,平飞,静止,静止,向左下降飞行,静止,静止,静止
3782,平飞,静止,静止,向左下降飞行,静止,静止,静止
3783,平飞,静止,静止,向左下降飞行,静止,静止,静止
3784,平飞,静止,静止,向左下降飞行,静止,静止,静止
3785,平飞,静止,静止,向左下降飞行,静止,静止,静止
3786,平飞,静止,静止,向左下降飞行,静止,静止,静止
3787,平飞,静止,静止,向左下降飞行,静止,静止,静止
3788,平飞,静止,静止,向左下降飞行,静止,静止,静止
3789,平飞,静止,静止,向左下降飞行,静止,静止,静止
3790,平飞,静止,静止,向左下降飞行,静止,静止,静止
3791,平飞,静止,静止,向左下降飞行,静止,静止,静止
3792,平飞,静止,静止,向左下降飞行,静止,静止,静止
3793,平飞,静止,静止,向右上升飞行,静止,静止,静止
3794,平飞,静止,静止,向右上升飞行,静止,静止,静止
3795,平飞,静止,静止,向右飞行,静止,静止,静止
3796,平飞,静止,静止,静止,静止,静止,静止
3797,平飞,静止,静止,静止,静止,静止,静止
3798,平飞,静止,静止,静止,静止,静止,静止
3799,平飞,静止,静止,静止,静止,静止,静止
3800,平飞,静止,静止,静止,静止,静止,静止
3801,平飞,静止,静止,静止,静止,静止,静止
3802,平飞,静止,静止,静止,静止,静止,静止
3803,平飞,静止,静止,静止,静止,静止,静止
3804,平飞,静止,静止,静止,静止,静止,静止
3805,平飞,静止,静止,静止,静止,静止,静止
3806,平飞,静止,静止,静止,静止,静止,静止
3807,平飞,静止,静止,静止,静止,静止,静止
3808,平飞,静止,静止,静止,静止,静止,静止
3809,平飞,静止,静止,静止,静止,静止,静止
3810,平飞,静止,静止,静止,静止,静止,静止
3811,平飞,静止,静止,静止,静止,静止,静止
3812,平飞,静止,静止,静止,静止,静止,静止
3813,平飞,静止,静止,静止,静止,静止,静止
3814,平飞,静止,静止,静止,静止,静止,静止
3815,平飞,静止,静止,静止,静止,静止,静止
3816,平飞,静止,静止,静止,静止,静止,静止
3817,平飞,静止,静止,静止,静止,静止,静止
3818,平飞,静止,静止,静止,静止,静止,静止
3819,平飞,静止,静止,静止,静止,静止,静止
