UnixTime,102,103,105,107,10C,10D,207,36F05
501,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
502,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
503,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
504,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
505,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
506,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
507,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
508,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
509,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
510,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
511,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
512,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
513,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
514,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
515,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
516,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
517,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
518,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
519,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
520,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
521,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
522,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
523,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
524,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
525,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
526,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
527,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
528,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
529,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
530,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
531,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
532,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
533,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
534,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
535,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
536,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
537,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
538,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
539,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
540,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
541,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
542,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
543,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
544,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
545,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
546,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
547,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
548,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
549,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
550,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
551,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
552,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
553,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
554,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
555,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
556,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
557,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
558,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
559,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
560,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
561,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
562,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
563,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
564,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
565,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
566,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
567,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
568,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
569,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
570,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
571,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
572,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
573,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
574,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
575,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
576,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
577,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
578,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
579,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
580,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
581,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
582,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
583,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
584,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
585,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
586,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
587,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
588,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
589,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
590,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
591,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
592,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
593,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
594,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
595,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
596,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
597,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
598,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
599,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
600,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
601,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
602,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
603,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
604,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
605,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
606,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
607,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
608,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
609,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
610,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
611,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
612,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
613,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
614,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
615,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
616,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
617,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
618,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
619,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
620,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
621,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
622,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
623,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
624,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
625,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
626,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
627,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
628,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
629,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
630,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
631,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
632,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
633,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
634,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
635,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
636,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
637,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
638,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
639,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
640,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
641,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
642,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
643,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
644,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
645,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
646,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
647,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
648,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
649,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
650,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
651,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
652,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
653,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
654,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
655,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
656,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
657,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
658,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
659,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
660,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
661,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
662,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
663,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
664,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
665,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
666,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
667,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
668,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
669,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
670,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
671,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
672,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
673,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
674,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
675,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
676,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
677,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
678,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
679,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
680,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
681,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
682,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
683,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
684,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
685,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
686,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
687,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
688,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
689,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
690,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
691,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
692,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
693,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
694,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
695,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
696,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
697,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
698,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
699,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
700,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
701,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
702,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
703,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
704,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
705,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
706,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
707,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
708,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
709,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
710,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
711,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
712,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
713,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
714,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
715,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
716,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
717,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
718,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
719,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
720,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
721,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
722,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
723,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
724,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
725,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
726,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
727,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
728,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
729,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
730,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
731,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
732,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
733,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
734,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
735,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
736,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
737,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
738,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
739,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
740,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
741,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
742,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
743,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
744,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
745,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
746,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
747,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
748,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
749,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
750,平飞,平飞,平飞,静止,平飞,平飞,平飞,静止
