UnixTime,103,105,106,10B,10D,202,207,307
1214,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1215,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1216,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1217,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1218,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1219,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1220,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1221,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1222,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1223,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1224,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1225,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1226,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1227,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1228,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1229,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1230,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1231,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1232,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1233,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1234,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1235,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1236,向右飞行,向右下降飞行,平飞,向右飞行,下降飞行,平飞,静止,平飞
1237,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1238,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1239,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1240,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1241,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1242,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1243,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1244,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1245,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1246,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1247,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1248,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1249,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1250,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1251,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1252,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1253,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1254,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1255,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1256,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1257,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1258,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1259,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1260,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1261,向右飞行,向右下降飞行,平飞,向右飞行,平飞,平飞,静止,平飞
1262,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1263,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1264,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1265,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1266,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1267,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1268,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1269,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1270,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1271,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1272,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1273,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1274,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1275,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1276,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1277,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1278,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1279,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1280,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1281,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1282,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1283,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1284,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1285,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1286,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1287,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1288,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1289,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1290,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1291,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1292,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1293,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1294,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1295,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1296,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1297,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1298,向右飞行,平飞,平飞,向右飞行,向右飞行,平飞,静止,平飞
1299,向右飞行,平飞,平飞,向右飞行,向右飞行,平飞,静止,平飞
1300,向右飞行,平飞,平飞,向右飞行,向右飞行,平飞,静止,平飞
1301,向右飞行,平飞,平飞,向右飞行,向右飞行,平飞,静止,平飞
1302,向右飞行,平飞,平飞,向右飞行,向右下降飞行,平飞,静止,平飞
1303,向右飞行,平飞,平飞,向右飞行,向右下降飞行,平飞,静止,平飞
1304,向右飞行,平飞,平飞,向右飞行,向右下降飞行,平飞,静止,平飞
1305,向右飞行,平飞,平飞,向右飞行,向右下降飞行,平飞,静止,平飞
1306,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1307,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1308,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1309,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1310,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1311,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1312,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1313,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1314,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1315,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1316,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1317,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1318,向右飞行,平飞,平飞,向右飞行,下降飞行,平飞,静止,平飞
1319,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1320,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1321,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1322,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1323,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1324,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1325,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1326,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1327,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1328,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1329,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1330,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1331,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1332,向右飞行,平飞,平飞,向右飞行,向左飞行,平飞,静止,平飞
1333,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1334,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1335,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1336,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1337,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1338,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1339,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1340,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1341,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1342,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1343,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,平飞
1344,向右飞行,平飞,平飞,向右飞行,平飞,平飞,静止,向右飞行
1345,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1346,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1347,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1348,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1349,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1350,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1351,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1352,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1353,向右飞行,平飞,向右飞行,向右飞行,平飞,平飞,静止,向右飞行
1354,向右飞行,平飞,向右飞行,向右飞行,上升飞行,平飞,静止,向右飞行
1355,向右飞行,平飞,向右飞行,向右飞行,上升飞行,平飞,静止,向右飞行
1356,向右飞行,平飞,向右飞行,向右飞行,上升飞行,平飞,静止,向右飞行
1357,向右飞行,平飞,向右飞行,向右飞行,上升飞行,平飞,静止,向右飞行
1358,向右飞行,平飞,向右飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1359,向右飞行,平飞,向右飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1360,向左上升飞行,平飞,向右飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1361,向左上升飞行,平飞,向右飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1362,向左上升飞行,平飞,向右飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1363,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1364,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1365,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向右飞行
1366,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1367,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1368,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1369,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1370,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1371,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1372,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1373,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1374,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1375,向左下降飞行,平飞,向左飞行,向左下降飞行,上升飞行,平飞,静止,向左飞行
1376,向左下降飞行,平飞,向左飞行,向左下降飞行,上升飞行,平飞,静止,向左飞行
1377,向左下降飞行,平飞,向左飞行,向左下降飞行,上升飞行,平飞,静止,向左飞行
1378,向左下降飞行,平飞,向左飞行,向左下降飞行,上升飞行,平飞,静止,向左飞行
1379,向左下降飞行,平飞,向左飞行,向左下降飞行,上升飞行,平飞,静止,向左飞行
1380,向左上升飞行,平飞,向左飞行,向左下降飞行,上升飞行,平飞,静止,向左飞行
1381,向左上升飞行,平飞,向左飞行,向左下降飞行,上升飞行,平飞,静止,向左飞行
1382,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1383,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1384,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1385,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1386,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1387,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1388,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1389,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1390,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1391,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1392,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1393,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1394,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1395,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1396,向左上升飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1397,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1398,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1399,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
1400,向左下降飞行,平飞,向左飞行,向左上升飞行,上升飞行,平飞,静止,向左飞行
